,title,publication_date
4511,[Characteristic research of Uyghur and Chinese semantic cognition in event-related potentials].,2014-08-19
4512,Immigrant and refugee health: cross-cultural communication.,2014-08-16
4513,Speech perception and production by sequential bilingual children: a longitudinal study of voice onset time acquisition.,2014-08-16
4514,Executive function and bilingualism in young and older adults.,2014-08-15
4515,[Cross-cultural adaptation and validation of the Health and Taste Attitude Scale (HTAS) in Portuguese].,2014-08-15
4516,Cross-cultural adaptation of the Italian version of the Voice Activity Participation Profile.,2014-08-15
4517,Acquisition of the stop-spirant alternation in bilingual Mexican Spanish-English speaking children: theoretical and clinical implications.,2014-08-15
4518,The influence of ethnic group variation on victimization and help seeking among Latino women.,2014-08-12
4519,Effect of orthography over neural regions in bilinguals: a view from neuroimaging.,2014-08-12
4520,How we developed an effective e-learning module for medical students on using professional interpreters.,2014-08-12
4521,Health care and end-of-life decisions: community engagement with adults in East Harlem.,2014-08-12
4522,Development of a novel diagnostic system for a telepsychiatric application: a pilot validation study.,2014-08-12
4523,Examining similarities and differences among parent-teacher reports of Spanish-English productive vocabulary.,2014-08-12
4524,Perception of English vowels by bilingual Chinese-English and corresponding monolingual listeners.,2014-08-12
4525,Cognitive control in bilinguals: Advantages in Stimulus-Stimulus inhibition.,2014-08-06
4526,Online health information seeking behaviors of Hispanics in New York City: a community-based cross-sectional study.,2014-08-06
4527,Cross-linguistic influence in Welsh-English bilingual children's adjectival constructions.,2014-08-05
4528,Expressive Vocabulary Development in Children from Bilingual and Monolingual Homes: A Longitudinal Study from Two to Four Years.,2014-08-05
4529,A comparative study of the economic and social functioning of Vietnamese-Australians with low English proficiency living with psychotic illness.,2014-08-01
4530,Promoting Factors and Barriers to Participation in Early Phase Clinical Trials: Patients Perspectives.,2014-08-01
4531,Language control in bilinguals: The adaptive control hypothesis.,2014-08-01
4532,Losing a language in childhood: a longitudinal case study on language attrition.,2014-07-31
4533,Dynamic assessment of narrative ability in English accurately identifies language impairment in English language learners.,2014-07-31
4534,Back to basics: a bilingual advantage in infant visual habituation.,2014-07-31
4535,In search of conceptual frameworks for relating brain activity to language function.,2014-07-30
4536,Psychocentricity and participant profiles: implications for lexical processing among multilinguals.,2014-07-30
4537,Investigating the contribution of ventral-lexical and dorsal-sublexical pathways during reading in bilinguals.,2014-07-30
4538,Impact of family language and testing language on reading performance in a bilingual educational context.,2014-07-30
4539,The representation of concrete and abstract concepts: categorical versus associative relationships.,2014-07-30
4540,Electrophysiological explorations of the bilingual advantage: evidence from a Stroop task.,2014-07-30
4541,A note of caution with respect to the Low Back Pain Perception Scale in primary care physiotherapy.,2014-07-26
4542,Speaking two languages at once: unconscious native word form access in second language production.,2014-07-25
4543,Executive Function Differences Between Bilingual Arabic-English and Monolingual Arabic Children.,2014-07-25
4544,Effect of acculturation and access to care on colorectal cancer screening in low-income Latinos.,2014-07-23
4545,Evaluating the linguistic appropriateness and cultural sensitivity of a self-report system for spanish-speaking patients with cancer.,2014-07-22
4546,When first language is not first: an functional magnetic resonance imaging investigation of the neural basis of diglossia in Arabic.,2014-07-22
4547,How much exposure to English is necessary for a bilingual toddler to perform like a monolingual peer in language tests?,2014-07-22
4548,fMRI of Simultaneous Interpretation Reveals the Neural Basis of Extreme Language Control.,2014-07-20
4549,Usability testing of an online self-management program for adolescents with cancer.,2014-07-20
4550,Speech audiometry and Spanish-English bilinguals: challenges in clinical practice.,2014-07-19
4551,Clitic pronouns reveal the time course of processing gender and number in a second language.,2014-07-19
4552,Nationwide survey to evaluate the decision-making process in euthanasia requests in Belgium: do specifically trained 2nd physicians improve quality of consultation?,2014-07-18
4553,The receptive-expressive gap in bilingual children with and without primary language impairment.,2014-07-17
4554,The relationship between bilingual exposure and morphosyntactic development.,2014-07-17
4555,Children with specific language impairment and their contribution to the study of language development.,2014-07-16
4556,Social Determinants of Physical Activity Among Adult Asian-Americans: Results from a Population-Based Survey in California.,2014-07-16
4557,Masked translation priming asymmetry in Chinese-English bilinguals: making sense of the Sense Model.,2014-07-12
4558,Latin American students and language learning in Catalonia: what does the linguistic interdependence hypothesis show us?,2014-07-12
4559,Dialect Density in Bilingual Puerto Rican Spanish-English Speaking Children.,2014-07-11
4560,Suicidal ideation among Malaysian adolescents.,2014-07-10
4561,Comparing the effect of a decision aid plus patient navigation with usual care on colorectal cancer screening completion in vulnerable populations: study protocol for a randomized controlled trial.,2014-07-10
4562,[Ethics and clinical practice guidelines: newborn hearing screening and early deaf childcare].,2014-07-09
4563,Neuroplasticity as a function of second language learning: anatomical changes in the human brain.,2014-07-06
4564,"How to assess and compare inter-rater reliability, agreement and correlation of ratings: an exemplary analysis of mother-father and parent-teacher expressive vocabulary rating pairs.",2014-07-06
4565,Effect of pattern complexity on the visual span for Chinese and alphabet characters.,2014-07-06
4566,Evolving 50-50% bilingual pedagogy in Alberta: what does the research say?,2014-07-06
4567,Conveying information in the interpreter-mediated medical visit: the case of epistemic brokering.,2014-07-06
4568,Bilingual language control and general purpose cognitive control among individuals with bilingual aphasia: evidence based on negative priming and flanker tasks.,2014-07-02
4569,Age of acquisition and naming performance in Frisian-Dutch bilingual speakers with dementia.,2014-07-01
4570,Disseminating tobacco control information to Asians and Pacific Islanders.,2014-06-28
4571,Reading direction shifts visuospatial attention: an Interactive Account of attentional biases.,2014-06-27
4572,The premature ejaculation diagnostic tool (PEDT): linguistic validity of the Chinese version.,2014-06-26
4573,Latino Immigrants' Biological Parents' Histories of Substance Use Problems in Their Country of Origin Predict Their Pre- and Post-Immigration Alcohol Use Problems.,2014-06-25
